id,name,link,art,description
8067,Emerald Battle Axe,https://modrinth.com/mod/emerald-battle-axe-(fabric),https://cdn.modrinth.com/data/YeGbe4D1/480564834c0d92325fc1651ed2b4a10d31c18c20.png,Adds an Emerald Battle Axe.
8068,Gotta Go Fast,https://modrinth.com/mod/gottagofast,https://cdn.modrinth.com/data/KDMjglZN/2025b10e24c0005c590cfaebfecd19d31d9041da_96.webp,WIP Sonic moveset
8069,食物增强,https://modrinth.com/mod/foodstats,https://cdn.modrinth.com/data/NDtYqsVE/cca644b1b4ad0edfc1ee937288236aeef097747c_96.webp,"Reward players for consuming a variety of different foods

奖励吃多种不同食物的玩家"
8070,Touhou Little Maid: Spell,https://modrinth.com/mod/touhou-little-maid-spell,https://cdn.modrinth.com/data/QHB4kBBS/59315ac784a875bdeaf64cb15448e25b6c800a97_96.webp,Touhou Little Maid now can use spell books to cast spells
8071,Fussy Azaleas,https://modrinth.com/mod/fussy-azaleas,https://cdn.modrinth.com/data/Zr5BHPAl/b65266c9a70a627813ad368c06312efdb1ccffac_96.webp,Azalea bushes only generate from bone-mealed moss in specific biomes.
8072,Need Ores - Void Miner,https://modrinth.com/mod/need-ores,https://cdn.modrinth.com/data/LrFKcwb5/35272ddc46ecf092bc48c00f8cfa877a9c923de8_96.webp,A simple mod (void miner like) for Forge in version 1.20.1 that adds 4 new blocks to randomly generate ores with a lot of Forge Energy (FE).
8073,The Monkey Bomb,https://modrinth.com/mod/the-monkey-bomb,https://cdn.modrinth.com/data/M5DQi7uh/38e130ba62b9748c1c57b36b1aa2c3ec24c0fb6c.png,Adds in the Monkey bomb from the Call of Duty franchise.
8074,Fallout Foods,https://modrinth.com/mod/fallout-foods,https://cdn.modrinth.com/data/WqQ6izUE/86ad9ac8a63ac128c9a2eb48827108877f46052d.png,"A mod that hopes to recreate foods from the game series, ""Fallout,"" in a vanilla-friendly way. This also includes extra features, such as non-consumables."
8075,Redstone Detector,https://modrinth.com/mod/redstone-detector,https://cdn.modrinth.com/data/bFAa1n8S/727ec3d495c38dc7944689b3fc448dcab966efcf_96.webp,Adds an advanced new redstone block capable of detecting almost anything.
8076,Fortunate,https://modrinth.com/datapack/fortunate,https://cdn.modrinth.com/data/nTUcHK22/3e8ebff947f72c74e2fdb7ef2257460d55b6d170.png,"Reworks Fortune to not increase the amount of drops, but instead increase the chances of getting more drops."
8077,Alphabet Blocks,https://modrinth.com/mod/alphabet-blocks,https://cdn.modrinth.com/data/q8w6E2eM/a8628878b5a7edaaeeb982e0860a3f5b6f2dbc0e.png,A mod that adds decorative letter blocks
8078,Saro´s First Aid,https://modrinth.com/mod/saros-first-aid,https://cdn.modrinth.com/data/2HOQbDH7/e5d8575c9ff41418b69c071cca4823c7eb538ead.png,This mod adds first aid items
8079,ModernJapanCity,https://modrinth.com/mod/modernjapancity,https://cdn.modrinth.com/data/htWs7oGd/24f8e9d15a9b323ca6a7d6df59e6bc8f6fec3765_96.webp,Create your own modern Japanese city.
8080,Anvil Falling,https://modrinth.com/datapack/anvil-falling,https://cdn.modrinth.com/data/oTDMd7L2/9cef3e269292903c64c101907469a5c4146a7acb_96.webp,This data pack can continuously spawn anvils above the players' heads.
8081,ModMcraft,https://modrinth.com/mod/the-modm,https://cdn.modrinth.com/data/FvQ59rwt/3ebebf454c89658a62c1decf39b7a6a3f8ae6418.png,"This mod adds multiple creepy additions to Minecraft including:
The Slint, a horrifying mob that kills on sight,
And a few items that don't do anything yet."
8082,Pretty Pipes: Fluids,https://modrinth.com/mod/pretty-pipes-fluids,https://cdn.modrinth.com/data/rZwE3agR/0cd71bfaee29fb19700fc33f31b5cfac624b2e24_96.webp,Pretty Pipes Addon which adds fluid pipes to transfer your fluids!
8083,Force Fair-Play,https://modrinth.com/mod/force-fair-play,https://cdn.modrinth.com/data/FOayEoLI/50f9808e7287982aa1bf62909b890056dd015740_96.webp,Force Xaero's Fair-Play Editon.
8084,Lockbox,https://modrinth.com/mod/lockbox,https://cdn.modrinth.com/data/VaLKsDj5/52164073e5014a1f028a3b867b5f985be0ef617f.png,Protect your stuff in the clunkiest way possible!
8085,Silkablooie,https://modrinth.com/mod/silkablooie,https://cdn.modrinth.com/data/4L36mgcC/912dcd263848af42ee5b5ad3eb81a6dc2b2b0f0a_96.webp,Creepers may drop TNT when killed by a player with a Silk Touch pickaxe.
8086,Pexe's Elemental Swords,https://modrinth.com/mod/pexeselementalswords,https://cdn.modrinth.com/data/CBF1RuNY/7b101828770b2018132998c0c492cedb6d210046_96.webp,"A mod that adds 25+ unique swords that expands your possibilities in minecraft combat, can you conquer every element?"
8087,ya017zan's Diamond Apples,https://modrinth.com/mod/ya017zans-diamond-apples,https://cdn.modrinth.com/data/H4bw4bLH/b925bcaed4e8dec8e03192b4cecdc75658d5cc59.png,A mod that adds a diamond apple and an enchanted diamond apple.
8088,Creston's UK City Pack,https://modrinth.com/mod/crestoncitymod,https://cdn.modrinth.com/data/NdxNtG4E/a36a2f8d6dc2162b21a7c1db4fbb9a2713b0479e_96.webp,"UK City Decorative Traffic Lights, Roads & more"
8089,Warlery's Turrets,https://modrinth.com/mod/warlerys-turrets,https://cdn.modrinth.com/data/vtVQ5Wg4/83fc66c1adfac932a1f4e3c21bdf49655682cefa_96.webp,Defend your house!
8090,Create: Extended Signals,https://modrinth.com/mod/create-extended-signals,https://cdn.modrinth.com/data/OTTtjmrr/5a4bf9f027544245bb0e9a6a7923886472b61e2c_96.webp,A mod that adds and expands on train signalling system for Create-based trains!
8091,Relics in Chaos,https://modrinth.com/mod/relic-in-chaos,https://cdn.modrinth.com/data/yKGgX97C/7f287819a2f0e8f3657a42f0dfbfa96b57845345.gif,unique weapons and items
8092,Advancement Cascade,https://modrinth.com/mod/advancement-cascade,,Adds advancement-based advancement triggers
8093,Copper Rockets,https://modrinth.com/mod/copperrockets,https://cdn.modrinth.com/data/YNsyK4hY/8a44f0738fefd3365021dd6fb07fe50201fca04e.png,"This mod adds 5 new firework rockets to use with your elytra. Worry not about making thousands of rockets, when you can just make one of the new copper rockets!"
8094,Belly Flop,https://modrinth.com/mod/belly-flop,https://cdn.modrinth.com/data/Bmroi5QH/3e2857dd7fd131a3633a2d39df5d9e924603da61_96.webp,Entities can take fall damage from landing in fluids. Also makes for very painful belly flops.
8095,TortMod,https://modrinth.com/mod/tortmodtm,https://cdn.modrinth.com/data/g1WbU0n2/e392b909356269dca8f5a0a5ae5b7f0e425ed9ee_96.webp,This mod adds cakes that are generated in mines!
8096,Lucky Clover!,https://modrinth.com/mod/lucky-clover!,https://cdn.modrinth.com/data/GInA3IYw/9bf27c5eb300ee3b52acfea902211206e50bf2bc.png,This mod adds cute (rare) four leaf clovers to minecraft!
8097,DeepMobLearningReloaded,https://modrinth.com/mod/deepmoblearningreloaded,https://cdn.modrinth.com/data/dqFpfeSJ/53d9e395657fb030c643c5d29ef6dc2b8aad7a06_96.webp,"Deep Mob Learning: based on Reforged, modified for easier integration with external mods"
8098,AtlasViewer,https://modrinth.com/mod/atlasviewer,https://cdn.modrinth.com/data/pX7w1J23/9fac06db2c4d5944bb81ad3b2c4040bd3cc0854d_96.webp,Ingame texture atlas viewer
8099,Fungi,https://modrinth.com/mod/fungi,https://cdn.modrinth.com/data/1Ws9mxL2/a43b04b3a66909031d43c2c94b15f93deca04ac6_96.webp,A mod that adds some fungus related features.
8100,Spiderverse Shattered dimensions,https://modrinth.com/mod/spiderverse-shattered-dimensions,https://cdn.modrinth.com/data/Ig2L5EWX/f617cc7775b23acd67d4d7de5b200438299a5263_96.webp,A mod including all contents spider-man related
8101,Housing,https://modrinth.com/mod/housing,https://cdn.modrinth.com/data/PNa23ppk/f3e29a0996b863282e4999c47259523fe2d4e9e0_96.webp,Housing Mod is a captivating Minecraft mod that transports you to a parallel dimension for creating and customizing your dream sanctuary. With a perfect balance of adventure and relaxation.
8102,Equipment Expansion: Silly Style,https://modrinth.com/mod/e2s2,https://cdn.modrinth.com/data/aMZRcMnF/3b3bceca3b44501e4d069d8e165c5fb95a7592d5.png,A light-hearted mod that gives the Ender Dragon and Wither a bunch of useful loot!
8103,Create: Garden,https://modrinth.com/mod/create-garden,https://cdn.modrinth.com/data/pQsygZVJ/0d434b6328d2578ec945d59b6896f8af0007202e.png,"Garden House-mod for optimizing plant cultivation, adding a greenhouse, improvements, fertilizers and new ore. Greenhouses allow you to grow plants at any time of the year, and improvements accelerate growth and increase yields."
8104,Rats and Traps,https://modrinth.com/mod/rats-and-traps,https://cdn.modrinth.com/data/vrcp8B0I/0c001a284e978866cae58512488a50942175dec8.png,"This is a Minecraft mod with rats and traps, and LOTS of cheese. Eat some cheese make a cheese house and go to the cheese dimension to get Fossilized Rat teath to craft POWERFUL armor and a new Scythe."
8105,The Fog Is Coming,https://modrinth.com/mod/the-fog-is-coming,https://cdn.modrinth.com/data/7Nxsnfv1/43e6aec650bb427086c9771261c2e65f84fd66af_96.webp,"""The Fog Is Coming"" is a meme that is used in various contexts to indicate the approach of an alarming or unknown event."
8106,Chicken Jockey,https://modrinth.com/mod/chickenjockey,https://cdn.modrinth.com/data/eVxoMKrN/543a2ee6548c360bcf5776b89b081b0d04fa9693_96.webp,"Inspired by ""A Minecraft Movie"", this mod makes baby zombies seek out nearby chickens so they can become jockeys."
8107,"GeneratorCraft - Lootboxes, Gambling, RNG, Economy",https://modrinth.com/mod/generatorcraft,https://cdn.modrinth.com/data/DhUr10hf/29bb660aaf6bb69a296fae443dc13ac668f1db7d_96.webp,"If Minecraft had Lootboxes, tons of RNG, and gambling"
8108,New Poop Mod,https://modrinth.com/mod/new-poop-mod,https://cdn.modrinth.com/data/rLnfGQ4e/feb378a1caa1658a8429c8c9483d2b38bd6a66aa.png,Adds tools and armor made from poop
8109,Packs Entries Blocker,https://modrinth.com/mod/packs-entries-blocker,,Block entries in specify pack from loading by path
8110,Housing Joint,https://modrinth.com/mod/housing-joint,https://cdn.modrinth.com/data/BTQP8kkz/65ed21bbe7333596ddf72e759592cf1955e80394.jpeg,A building block decoration mod seperated from the A.V.A Guns Mod
8111,Easter Rabbit Life,https://modrinth.com/mod/easter-rabbit-life,https://cdn.modrinth.com/data/m7HfDsQ9/a5d38f8e5c0f5e014c1ddc589e8655c66b211485_96.webp,Rabbits will drop easter eggs then can be used to give you some new items.
8112,Infinitely Regenerating Blocks,https://modrinth.com/mod/irb,https://cdn.modrinth.com/data/hFbW6J7n/8a438f6da7d9388fe468879debf1c4e93e7440dc.png,A block that infinitely regenerates itself as well as drops random items every time. Sometimes even enchanted items.
8113,Jujutsu Minecraft,https://modrinth.com/mod/jujutsu-minecraft,https://cdn.modrinth.com/data/2KSMAiFf/d516ad3fa5ae941620351558bcc391333c9d3b7c_96.webp,"Unleash your inner sorcerer with this mod! Choose your clan, master unique abilities, and engage in strategic battles to dominate a supernatural world. Not finished yet"
8114,Switchboard,https://modrinth.com/plugin/switchboard,https://cdn.modrinth.com/data/4X3t76uR/69ff6d406f82a6abc129aa6a2cd139ce8271bb81_96.webp,"A simple, cross API plugin that bridges communication between servers, using built-in Proxy methods, Discord channels and TCP sockets."
8115,Undertaker's Enchants,https://modrinth.com/mod/undertakers-enchants,https://cdn.modrinth.com/data/z4qjKs0W/ed8523a98d8fd91a2d440e6365257573c66cf1d2_96.webp,Adds dozen of new enchantments to Minecraft
8116,Explosive Pitcher Pods,https://modrinth.com/mod/explosive-pitcher-pods,https://cdn.modrinth.com/data/bL0Th6M3/49ed5a7f413fb841b7cad1abf3066183ffd58ef1_96.webp,The goal is to blow stuff up.
8117,Spare the Animals,https://modrinth.com/datapack/spare-the-animals,https://cdn.modrinth.com/data/nuWaX7aq/3ad6638efcc21ab19703e039c6096f53331527c6.png,You like animals? You don't wanna kill them? Even in a game? This data pack/mod helps you avoid killing innocent animals in Minecraft. Vegan and vegetarian people might like this data pack/mod.
8118,Item Wheel,https://modrinth.com/mod/item-wheel,https://cdn.modrinth.com/data/tpNJfEel/29f54beab74b2339adc73b5331dc703513cba7e8_96.webp,Make dispensers more exciting by allowing you to make them spin a wheel to decide which item to dispense.
8119,yesseruser's Ice cream Mod,https://modrinth.com/mod/yesserusers-ice-cream-mod,https://cdn.modrinth.com/data/yMaosjQN/ef2e100fb454768a227e012f4845b4ed89c033da.png,A simple ice cream mod. Adds multiple ice creams that can be crafted and eaten.
8120,Size Rayguns,https://modrinth.com/mod/size-rayguns,https://cdn.modrinth.com/data/XM8CYL8G/74869304ab7e5bf4279d33342fa6da87af443157_96.webp,Adds a Shrink Raygun and a Growth Raygun
8121,Armor of the Story Orden Stone,https://modrinth.com/mod/armor-of-the-story-orden-stone,https://cdn.modrinth.com/data/XvmcJ1DW/b8a585366586ad3c6e3ca684e2d7723ed43d9179_96.webp,"Welcome to the mod page ""Armor of the Story"" in this mod I want to implement all the armor from the first season of Minecraft Story Mod. This is my first job in terms of modding, so I hope for your understanding."
8122,Minecoins,https://modrinth.com/mod/minecoins,https://cdn.modrinth.com/data/rjLnH8k8/3000718a2f13565b14115bcc3f0743cc7e79495f.png,Currency for servers and modpacks
8123,Steel and More,https://modrinth.com/mod/steel-and-more,https://cdn.modrinth.com/data/bK2sBOOL/03a12c9eaf7eedf0aff7707045e02e24add3541d_96.webp,"The mod adds steel, vertical slabs with slabs with minecraft blocks that were not. With glass and panes with a frame in each type of wood."
8124,Create: Enhanced Mastery,https://modrinth.com/mod/create-enhanced-mastery,https://cdn.modrinth.com/data/YA6YzEfz/f66ffa300c4c1fc0ab8f9bdacf64e6353cabbc5c_96.webp,Integration Layer between Create and Iron's Spells n' Spellbooks.
8125,Create: Garnished Reworked,https://modrinth.com/mod/create-garnished-reworked,https://cdn.modrinth.com/data/f1wEzr0F/ee47d0c792acaab0f3edb7d870e0abcf0d8c097a_96.webp,Create: Garnished reworked to be more friendly for new players and less overwhelming.
8126,MOAR Achievements Mod,https://modrinth.com/mod/moar-achievements-mod,https://cdn.modrinth.com/data/ih6xAALc/fb2221c9f5a33869e425708da4980689c68ef160_96.webp,Adds more advancements/achievements
8127,After Death,https://modrinth.com/mod/after-death,https://cdn.modrinth.com/data/QN0TdwMJ/aff339a191255c88276348e321b07f3d6cbf017a_96.webp,a dimension after death
8128,JsonWrangler,https://modrinth.com/mod/jsonwrangler,https://cdn.modrinth.com/data/XodEFO40/87ec54942a85150cc79177650f4467ef385f2326.png,A tool for all your JSON-modifying needs
8129,Equipify,https://modrinth.com/mod/equipify,https://cdn.modrinth.com/data/cCMy8wv5/3068267e662785b910d12eb41cc7d729c7188962_96.webp,"Minecraft porgression is boring, so what if theres better tools and armor than netherite?"
8130,Reworked Witch Origin,https://modrinth.com/datapack/reworked-witch-origin,https://cdn.modrinth.com/data/HZXJMfKZ/e74723076ae7cf0501656422400fcb600d75e43b_96.webp,Reworked Witch origin from Mob Origins by UltrusBot
8131,More Varients,https://modrinth.com/mod/more-varients,https://cdn.modrinth.com/data/J1BAbF5U/b4e232cc5d01240fe69c81c925fe922bf2b81f59_96.webp,A Simple Vannila Friendly Mod Has New Blocks
8132,Prehistoric World By SpicySushiGamingYT,https://modrinth.com/mod/prehistoric-world-by-spicysushigamingyt,https://cdn.modrinth.com/data/tr7MbVH5/6706bb4ed7176763796840e3f3553a7decceceb9_96.webp,"A Minecraft mod that adds dinosaurs, lab equipment, and more."
8133,Every Mining Dimension,https://modrinth.com/mod/every-mining-dimension,https://cdn.modrinth.com/data/CbHJ6nd4/3db16fc9699f49eff30707601e548e88662a705d.png,"This mod adds mining worlds such as: overworld, nether and the end"
8134,Default Skin,https://modrinth.com/mod/default-skin,https://cdn.modrinth.com/data/E5b0G8DB/ff2287fe76085330afa355ac46227a11c5652333.png,Forces players to use the Steve skin
8135,Sol's Stream Mod,https://modrinth.com/mod/sols-stream-mod,https://cdn.modrinth.com/data/xu6vvKGi/6ba9ea30b77e324d488ac0cee04c540f97a7fae1_96.webp,A simple mod for forge that adds a few new features
8136,Simply Swords: Overhaul,https://modrinth.com/mod/simply-swords-overhaul,https://cdn.modrinth.com/data/8bT1Hnt1/051f4af869147ad32acee58c1f038da41c0dd435.gif,Reworks a few unique swords and fixes bugs
8137,Command Modification,https://modrinth.com/mod/command_modification,https://cdn.modrinth.com/data/qF3C6F05/cc22003f6466d7bee8d15f098ebef546bc707e1c.png,Make /time /tp /kill /weather usable without cheating
8138,Disc Delight,https://modrinth.com/mod/disc-delight,https://cdn.modrinth.com/data/cl0Y713e/559591516c379b4ba4de4993ba9bfffbeb545c2d_96.webp,Disc Delight adds new music disc to the game!
8139,Mxthy's ITALIAN BRAINROT,https://modrinth.com/mod/mxthys-italian-brainrot,https://cdn.modrinth.com/data/u8cX5Zlv/92950f288dbec4380d4b97496ed5d6c372b71dc0_96.webp,a mod created with geckolib plugin that adds the italian brainrot character
8140,Craft that Horse Armor,https://modrinth.com/mod/craft-that-horse-armor,https://cdn.modrinth.com/data/iDfD6kWx/a140c0f9b9afabc6167b7e027981a2805f46a107.png,Simple mod that adds a crafting recipes to the Minecraft horse armors
8141,Craft_Everything,https://modrinth.com/mod/craft_everything,https://cdn.modrinth.com/data/VHXlPcOi/89776a1d43ad4f614d87e921ca47ac3fa6d25ffe_96.webp,"There are many things that cannot be crafted in Minecraft, such as saddles, obsidian, etc. With this mod, you can now craft things in a more realistic way."
8142,Monstie Hunter: Baby Monster Collector!,https://modrinth.com/mod/monstie-hunter-baby-monster-collector!,https://cdn.modrinth.com/data/4zXwUV34/af1a74e03465cc9345db81baf47f7a9a00dd31ea_96.webp,"A Monster Hunter mod, but without the hunting! Discover and collect baby monsters!"
